responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	Have you published a manuscript in the past 3 years?				How familiar are you with the term reproducibility when referring to publishing scientific content.	Could you please briefly tell us what reproducibility means to you.	"Is a 'crisis of reproducibility' something you have heard of before, as an issue in science?"							Which of the following statement regarding a 'crisis or reproducibility' within the science community do you agree with?	To what extent do you feel that the crisis in reproducibility is suitably flagged?	"In your opinion, what proportion of published results in your field are reproducible? i.e. the results of a given study could be replicated exactly or reproduced in multiple similar experimental systems with variations of experimental settings such as materials and experimental model)"	"Please complete the following sentence: ""In my opinion, the level of reproducibility in my field is…"	To what extent do you agree or disagree with the following statements?		Please use the box below to tell us more about your answer:	How often do you do any of the following?			Have you encountered efforts or directives from funding agencies designed to improve reproducibility of the work you do?	To what extent do you agree/disagree with the following statements?			Please use the box below to tell us more about existing efforts that you've encountered and why you think they do or do not help:	Have you encountered efforts from journal publishers designed to enhance or ensure the reproducibility of your work (e.g. using checklists to ensure standards for describing research methods)?	To what extent do you agree/disagree with the following statements?			Please use the box below to tell us more about existing efforts that you've encountered and why you think they do or do not help:	Have you and/or your lab group established any procedures to ensure reproducibility in your work?	Use the box below to tell us about the steps that have been taken to ensure reproducibility in your work?	When did you and/or your lab group establish these procedures?	Do you think the quality of your research changed after these changes were introduced?	"What kind of an impact, overall, have the changes you made to ensure reproducibility had on your lab?"	Please tell us about any other positive or negative impacts these changes have had on your lab:	Do you think that you and/or your lab should implement any further changes?	Please use the box below to tell us about what further changes you think should be implemented: 	Have you identified any barriers to implementing changes that would improve reproducibility of research in your lab? 	Please tell us about the barriers that you have identified:	To what extent do you agree or disagree with the following statements:		Please use the scale below to indicate how much each of the following factors contributes to a failure to reproduce results:														Please tell us about any other important factors you feel we may have missed that contribute to irreproducible results:	Please use the scale below to indicate how likely you think the following factors would be to improve the reproducibility of research.											"Please tell us about any other important factors you feel we may have missed, and you think would improve reproducibility of research:"	"Which, if any, of the following have you done?"						Has anyone ever told you that they could not reproduce results from one of your own experiments?	What did you do?	How many members are in your lab?	What is your age?	Which of the following job titles best applies to you?	Other job title	Which of the following best describes your area of interest?	Other area of interest	What is your specialty within astronomy?	Other specialty within astronomy?	What is your specialty within biology?	Other specialty within biology	What is your specialty within chemistry?	Other specialty within chemistry	What is your specialty within earth and environmental science?	Other specialty within earth and environmental science?	What is your specialty within engineering?	Other specialty within engineering?	What is your specialty within material science?	Other specialty within material science?	What is your specialty within medicine?	Other specialty within medicine?	What is your specialty within physics?	Other specialty within physics?	In which continent do you live?	Which country in Asia (including Middle East)?	Which country in Australasia?	Which country in Africa?	Which country in Europe?	Which country in North America (including Central America and the Caribbean)?	Which country in South America?			
5385	5385	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	"Reproducibility is the ability for a experiment to be carried out independently using the same materials and protocol as described to produce similar, if not identical, results."	1	1	1	1	0		0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Disagree	Agree	"There are certain fields which are more prone to problems with reproducibility, i.e. cellular based assays, and psychological studies.  "	Daily	Weekly	Weekly	Yes	Disagree	Neither agree nor disagree	Agree		Yes	Disagree	Disagree	Agree	"If a researcher is preparing a manuscript, and then finds the journal has certain stipulations about reproducibility, it is highly unlikely that the research is going to abandon the manuscript and start repeating experiments. "	Yes	"We occasionally repeat collaborator's work. We keep extensive lab books, and we always repeat experiments a minimum of five times to ensure confidence in results. "	The procedures have been in place since I started working in my lab	I don't know	These changes have had a positive impact on my lab		No		No		Neither agree nor disagree	Disagree	Sometimes contributes	Very often contributes	Very often contributes	Always contributes	Always contributes	Always contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Never contributes		Likely	Very likely	Not very likely	Likely	Not very likely	Not very likely	Not very likely	Likely	Not very likely	Not very likely	Likely		I can't remember	Yes	No	No	No	No	No		6-10 members	25 - 34	Post-doctoral Fellow		Biology				Biophysics														Europe				United Kingdom					
5390	5390	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	Running experiments someone else has performed and getting the same effects as before.	1	1	0	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Agree	Agree	"The biggest failure, in my estimation, is that almost nobody tries to reproduce results. There's no incentive to do so, unless you just happen to be working on a similar topic."	Weekly	Quarterly	Quarterly	No					Yes	Neither agree nor disagree	Neither agree nor disagree	Agree	"One journal asked that I upload my raw data, which I suppose in some cases could help reproducibility, but seems generally to facilitate verification, not reproducibility."	Yes	I post datasets of sites like figshare when it is appropriate to do so.	Within the last 5 years	"No, the quality of my research has not improved"	These changes have not affected my lab		I am unsure		No		Neither agree nor disagree	Disagree	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Rarely contributes	Very often contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes		Likely	Likely	Not very likely	Not very likely	Likely	Not very likely	Not very likely	Likely	Not very likely	Not very likely	Not very likely		No	Yes	No	Yes	No	No	No		1-5 members	45 - 54	Professor		Biology				Zoology														North America (including Central America and the Caribbean)					United States				
5410	5410	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Fairly familiar		0	1	0	0	0		0	There is a significant crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Disagree	Neither agree nor disagree		Daily	Weekly	Weekly	No					No					Yes	"Since we have only one experimental setup at our disposal we cannot ""reproduce"", our results ourselves. The reproduction is ensured by colleagues in other teams, and we verify that we agree with their claims. "	The procedures have been in place since I started working in my lab	I don't know	These changes have not affected my lab		I am unsure		I don't know		Agree	Agree	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Rarely contributes	Very often contributes	Sometimes contributes	Rarely contributes	I don't know	Rarely contributes	I don't know	Sometimes contributes	Rarely contributes		Likely	Very likely	Likely	Likely	Very likely	Not very likely	Likely	Likely	Not very likely	Not very likely	Not very likely		Yes	No	No	No	No	No	No		1-5 members	25 - 34	Post-doctoral Fellow		Physics																Atomic and Molecular Physics		Europe				Germany					
5423	5423	20/10/2015	20/10/2015	complete	Yes	0	0	0	1	Very familiar	In my opinion is one of the most important principle of the scientific method. It is the ability of an experiment or study to be duplicated/repeated by the same researches or different ones giving the same results.	0	0	0	1	0		0	There is a significant crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Agree	Agree	"The lack of reproducibility in science is a reality in all fields and it is very related with the pressure for more and more publications to be done every year. To keep on ""the science market""people rush in analysing data and releasing it without making sure that what is there is true or reproducible."	Monthly	Monthly	Monthly	No					No					No								No		Agree	Disagree	Always contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Never contributes	Data from more than one year/experiment should be asked by the journals for publication 	Very likely	Very likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Very likely		Yes	Yes	No	No	No	No	No		11-25 members	25 - 34	Post-doctoral Fellow		Biology				Plant Science														Europe				Netherlands					
5436	5436	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	The findings of an experiment/study can be reproduced by anyone - following similar methods	0	1	0	0	1	Science podcast and blogs (non-mainstream media)	0	There is a significant crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	Disagree	Strongly agree		Daily	Monthly	Daily	No					No					No								No		Agree	Disagree	Very often contributes	Sometimes contributes	Very often contributes	Rarely contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Very often contributes	Rarely contributes	"Similar to 'career development'. Pressure on students (PhD, masters) to get positive data to complete PhD."	Likely	Not very likely	Not very likely	Very likely	Likely	Very likely	Likely	Likely	Not very likely	Very likely	Not very likely	"Journals requiring more detailed methods be published (online), journals requiring (when appropriate) raw data to be available for further analysis/ scrutiny"	No	Yes	Yes	No	No	No	No		6-10 members	25 - 34	PhD Student		Biology				Molecular Biology														Australasia		Australia							
5437	5437	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar		0	1	1	1	0		0	There is a slight crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Agree	Neither agree nor disagree		Monthly	Monthly	Weekly	No					Yes	Neither agree nor disagree	Disagree	Agree		Yes		Within the last 2 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		I am unsure		No		Disagree	Neither agree nor disagree	Always contributes	Always contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Always contributes	Always contributes	Always contributes	Always contributes	Very often contributes	Rarely contributes	Rarely contributes	Never contributes		Not at all likely	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Likely	Not very likely	Very likely	Very likely		Yes	Yes	I can't remember	I can't remember	I can't remember	I can't remember	No		11-25 members	25 - 34	PhD Student		Biology				Cancer Research														North America (including Central America and the Caribbean)					United States				
5444	5444	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar		1	0	0	0	0		0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Agree	Agree		Weekly	Monthly	Quarterly	Not applicable					Yes	Disagree	Disagree	Agree		No								Yes		Disagree	Neither agree nor disagree	Very often contributes	Always contributes	Very often contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Rarely contributes	Very often contributes	Sometimes contributes	Rarely contributes	Very often contributes	Rarely contributes	"Pressure to publish and top tier journals, e.g., Cell and Nature are always looking for very ""novel and interesting"" stories to publish. This also puts pressure on people, some of whom will try to falsify data in order to fit in this kind of selection criteria of these prestigious journals.  Funders are also responsible as they often demand regular publications in top journals in order to give funding. Those labs without regular publications in top journals will suffer from this kind of funding culture. It pushes people beyond limits to make some falsify results. "	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Likely	Likely	"Funders and other funding bodies, e.g., government or politicians.. should break the links between regular publication in high impact factor journals and job security. This is one of the biggest reasons why there is widespread issue with reproducing data published in journals. "	No	No	Yes	No	No	Yes	Yes		11-25 members	35 - 44	Research Scientist		Biology				Immunology														Europe				United Kingdom					
5448	5448	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	"The ability of other research teams to replicate your findings, having access to all the stages of the reserarch project"	1	1	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Agree	Agree	"Many research teams do not provide access to methods, protocols, data, code with the detail needed to guarantee reproducibility"	Weekly	Quarterly	Quarterly	No					Yes	Neither agree nor disagree	Agree	Agree		Yes	Using public access repositories like GitHub and DRYAD	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	Increased visibility of our research. Better feedback from colleagues helping improve our protocols	I am unsure	Ensurng a better balance between transparency and public access to our data and unpublished material and getting proper credit 	No		Strongly disagree	Neither agree nor disagree	Very often contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Always contributes	Always contributes	Very often contributes	I don't know	Rarely contributes	Sometimes contributes		Likely	Very likely	Likely	Very likely	Very likely	Not very likely	Not very likely	Likely	Likely	Not very likely	Not very likely		Yes	No	No	No	No	No	No		11-25 members	45 - 54	Professor		Earth and Environmental Science								Ecology										Europe				Spain					
5449	5449	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	"It refers to the degree to which an experiment can be reproduced in order to verify the result.  More importantly it is a guiding principle to that pushes researchers to vet their methods, assumptions, and analytical tools. "	0	1	0	0	0		0	There is a slight crisis of reproducibility	I am unsure	80%	"...about the same as for other scientific fields on average"""	Agree	Agree	There's a difference between a study being reproducible (sufficiently described to be repeated) and there being incentives for scientists to go to the efforts of reproducing other studies. In my field and in the sciences at large it seems that novel methods are more attractive than reproducing past studies which form the methodological or theoretical substrate for novel methods. 	Weekly	Monthly	Monthly	No					Yes	Agree	Neither agree nor disagree	Strongly agree		No								No		Disagree	Agree	Rarely contributes	Very often contributes	Very often contributes	Sometimes contributes	Always contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Always contributes	Very often contributes	Sometimes contributes	Always contributes	Sometimes contributes	"The general discussion about reproducibility often leaves anthropology out of the discussion, which is odd given that so much of the ""reproducibility crisis"" is focused on a related field (psychology). Low reproducibility in the social sciences is at least partially driven by the cultural, moral, methodological, and theoretical difficulties of doing research on human beings. "	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely		No	No	Yes	No	No	No	No		1-5 members	25 - 34	PhD Student		Earth and Environmental Science								Other earth and environmental sciences	Archaeological Palynology									North America (including Central America and the Caribbean)					United States				
5450	5450	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	"That given the same protocols, methodologies, and supplies that data similar or nearly identical to the original data can be generated. This enables similar conclusions to be drawn and increases confidence that the pattern observed is reliable"	1	1	0	1	0		0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Agree	Strongly agree		Monthly	Never	Never	No					No					Yes	Have standardized protocols and take care to teach new students how to do things with the same technique. We also go back and replicate certain parts of protocols sometimes to check the data 	Within the last 5 years	I don't know	These changes have had a positive impact on my lab		I am unsure		Yes	Willingness by people who don't think this is an issue or who feel that our lab doesn't have a problem with reproducability 	Agree	Strongly agree	Sometimes contributes	Always contributes	Very often contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Rarely contributes	Always contributes	Very often contributes		Very likely	Very likely	Not very likely	Likely	Very likely	Likely	Very likely	Very likely	Very likely	Not at all likely	Likely		No	Yes	Yes	No	No	No	No		6-10 members	25 - 34	PhD Student		Biology				Evolution														North America (including Central America and the Caribbean)					United States				
5473	5473	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar		0	0	1	1	0		0	There is a slight crisis of reproducibility	Not enough	40%	I am unsure	Agree	Agree	"Since my work is limited to a rather narrow field, I do not have an opinion about 'all' fields."	Daily	Quarterly	Weekly	No					No					Yes	Draft-publications have to be compliant with quality ensurance/quality control documentation	Within the last 10 years or longer	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes	Involvement of kowledgeable oversight committee for publications	Yes	"Push-back from 'management' to meet time constraints of research 'products'. The latter products are most of the time an article, peer-reviewed or not. Sometimes, the product nowadays is dedicated software; in the latter case it is even more difficult to set an oversight committee up."	Neither agree nor disagree	Neither agree nor disagree	Rarely contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Never contributes	Very often contributes	Rarely contributes		Not very likely	Likely	Not very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Likely		No	Yes	No	No	No	No	No		1-5 members	65 or over	Senior Scientist		Biology				Ecology														North America (including Central America and the Caribbean)					United States				
5482	5482	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Fairly familiar	"Your complete data set is made available for others to use, your experiment/algorithm is clearly describes all the steps "	0	1	0	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	60%	I am unsure	Agree	Agree		Quarterly	Quarterly	Quarterly	No					No					No								I don't know		Neither agree nor disagree	Neither agree nor disagree	Always contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Always contributes	Always contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Always contributes	I don't know	Not enough description of the data sets	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Likely		Yes	Yes	No	Yes	I can't remember	I can't remember	No		11-25 members	55 - 64	Professor		Engineering										Software Engineering								Europe				Spain					
5490	5490	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	That a finding can be replicated in similar to identical conditions by an independent group. 	1	1	1	1	0		0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	Agree	Agree	I think the file drawer problem is something that is profound. 	Monthly	Quarterly	Quarterly	Not applicable					Yes	Agree	Agree	Agree	Preregistration being more common. 	No								No		Agree	Neither agree nor disagree	Rarely contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	I don't know	Sometimes contributes	Sometimes contributes		Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely		No	No	No	No	No	No	No		6-10 members	25 - 34	Post-doctoral Fellow		Medicine														Epidemiology				Europe				United Kingdom					
5500	5500	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar		1	1	0	1	0		0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Agree	Agree		Daily	Daily	Daily	No					Yes	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree		No								I don't know		Disagree	Strongly disagree	Always contributes	Very often contributes	Very often contributes	Very often contributes	Always contributes	Always contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Rarely contributes	Always contributes	Never contributes		Very likely	Not very likely	Very likely	Very likely	Likely	Likely	Very likely	Not very likely	Not very likely	Likely	Likely		No	Yes	No	No	No	No	No		26-50 members	25 - 34	PhD Student		Biology				Cell Biology														North America (including Central America and the Caribbean)					United States				
5505	5505	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	"The fact that primary data from manuscripts can be one-on-one reproduced in unrelated laboratories. Usually using similar cell lines/animal models, reagents and conditions.  "	1	1	1	1	0		0	There is no crisis of reproducibility	Too much	20%	"...about the same as for other scientific fields on average"""	Disagree	Neither agree nor disagree	"In my experience it is usually impossable the exactly replicate studies. I do not believe individual manuscripts, let alone single experiments from a paper are the 'units' of science. People that look at individual experiments, from single studies and like to replicate them are naive. Science at the border of our knowledge is exploration. What matters is the consensus/paradigm that emerges in a field. That is likely to be robust and a basis for future experimentation."	Weekly	Monthly	Weekly	No					Yes	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	"Checklists are mot very helpful, what would be useful is simply more space to explain the methods used. Another important aspect of reproducibility that journals/editors have an impact on is the review process. From many studies, especially in top journals its evident what happend. The authors had a strong manuscript of which they were confident about the findings and really believed in the findings and conclusions. Then it undergoes review and the reviewers ask for the next experiments to really drive home the point (read: show clinical relevance or general applicability or something like that). Next, the authors are basically forced to include some highly selected and dubieus data to satisfy the reviewers usually regarding a central topic of the paper if they want to publish their work.. Well, so much for reproducibility..."	Yes	Make sure that people in the lab work on very related topics/model systems 	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		I am unsure	I am unsure ifI should introduce one on one replication of main findings by another person before submission of significant findings to a top journal	Yes	Time Money Careers ofstidents and postdocs	Disagree	Agree	Rarely contributes	Sometimes contributes	Very often contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Rarely contributes	Sometimes contributes	"Negative attitude by reproducing scientists. Some people seem to enjoy it not to be able to replicate other peoples work. For these people, that seem to be enriched in groups of people trying to replicate stuff, it is a real satisfaction that something is wrong. ""It just doesnt work"". I think this helps them to explain/understand why things didnt pan out for them aa they liked "	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Not very likely	Likely	All of these factors might controbute to teproducibility. The downside is the very relevant rediction in creativity. Beware that people don't get afraid to report stuff they don't fully understand and that everything is checked ad nausea till no progress is made anymore.	Yes	Yes	Yes	Yes	I can't remember	No	No		11-25 members	25 - 34	Principal Investigator		Medicine														Oncology				Europe				Netherlands					
5514	5514	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar		0	0	0	1	0		0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Strongly agree	Neither agree nor disagree		Weekly	Monthly	Monthly	No					No					No								I don't know		Neither agree nor disagree	Strongly disagree	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Rarely contributes	Always contributes	Rarely contributes		Very likely	Very likely	Not at all likely	Not at all likely	Not at all likely	Likely	Likely	Very likely	Very likely	Not very likely	Very likely		No	Yes	No	No	No	No	No		6-10 members	25 - 34	Post-doctoral Fellow		Biology				Neuroscience														North America (including Central America and the Caribbean)					United States				
5515	5515	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	"Experimental results are robust in the hands of the researchers who produce the data, and independent researchers can produce substantially similar results. "	0	1	0	0	0		0	There is a significant crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	Agree	Agree		Daily	Daily	Monthly	No					No					Yes	"Many experiments are done by more than one researcher with slightly different conditions, to ensure the results are true. This system is imperfect since we use the same materials and methodologies. "	Within the last year	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	"In order to have two people do the same experiments (or sufficiently similar), it is necessary to describe the experiments with greater detail which leads to better communication and discussion. "	I am unsure	Not all research line have enough people working on them to provide for reproducibility issues. 	Yes	It would require more people on similar projects. 	Disagree	Neither agree nor disagree	Rarely contributes	Always contributes	Very often contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	"Unconscious bias means people disregard certain results as ""failed"" and do not include them in the final publication, which is slightly different to simply consciously selecting ""best"" data for publication. "	Likely	Likely	Likely	Very likely	Very likely	Likely	Very likely	Very likely	Likely	Very likely	Very likely	"Aiming for quality of research as opposed to quantity of published papers.  In my field results are only public once they are published in journals, but in other fields this is not true, very often they are submitted to open platforms where they are discussed among experts and criticized before they are finally published. My field would benefit greatly if scientist could openly discuss their findings without fear of their ideas being ""stolen"" before formal publication. "	Yes	Yes	No	No	No	No	No		11-25 members	25 - 34	PhD Student		Chemistry						Chemical Biology												Europe				United Kingdom					
5519	5519	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	"Other researchers are able to produce the same, or very similar results, using the same methodology outlined in a manuscript."	0	1	0	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Disagree	Neither agree nor disagree		Quarterly	Quarterly	Monthly	Not applicable					Not applicable					No								I don't know		Disagree	Neither agree nor disagree	Very often contributes	Rarely contributes	Rarely contributes	Rarely contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Rarely contributes	Never contributes	Sometimes contributes	Always contributes	Rarely contributes		Very likely	Not very likely	Likely	Likely	Very likely	Very likely	Not at all likely	Likely	Not very likely	Not very likely	Not at all likely		No	Yes	No	No	No	No	No		1-5 members	25 - 34	Staff Scientist		Other	Public health																	North America (including Central America and the Caribbean)					United States				
5520	5520	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	The ability to confirm experimental results in an independent venue using identical or comparable approaches.	0	1	0	0	0		0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Strongly agree	Strongly agree		Daily	Daily	Daily	No					Yes	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	The major effort is to for publishers to recognize that studies that reproduce data are as valuable as the original publication.	Yes	We typically have more than one person in the lab perform the same experiment to establish the validity of any novel results.	The procedures have been in place since I started working in my lab	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes	Petition publishers to recognize the value of publishing both repeatable and reproducible data.	Yes	"It is difficult in a world of ""publish or parish"" to convince lab personnel that reproducibility is worthwhile.   The funding agencies and the publishers have created a ""Catch 22"" scenario for all scientists."	Strongly disagree	Neither agree nor disagree	Always contributes	Always contributes	Very often contributes	Sometimes contributes	Very often contributes	Never contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Pressure to publish	Very likely	Very likely	Likely	Likely	Likely	Likely	Likely	Very likely	Very likely	Very likely	Very likely	The peer review system for funding and publications needs to be overhauled.  Reviewers need to be held accountable just like the authors. Open review policies need to be adopted where reviewers are identified and funding and publication decisions are excluded from political mindsets.	Yes	Yes	Yes	Yes	Yes	Yes	Yes	collaborated to identified the basis for the irreproducibility.	1-5 members	55 - 64	Professor		Biology				Molecular Biology														North America (including Central America and the Caribbean)					United States				
5527	5527	20/10/2015	20/10/2015	complete	Yes	0	0	1	0	Very familiar	the same experiments can be carried out producing identical results when same methods are employed 	0	0	0	1	0		0	There is a significant crisis of reproducibility	I am unsure	50%	I am unsure	Strongly agree	Strongly agree		Daily	Quarterly	Quarterly	Not applicable					Not applicable					Yes	"basics of using same reagents, pipettes and same manufacturers. Taking water from same purifier. "	The procedures have been in place since I started working in my lab	I don't know	These changes have had a positive impact on my lab		Yes		No		Agree	Disagree	Sometimes contributes	Always contributes	Sometimes contributes	Never contributes	Always contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Never contributes	Very often contributes	Sometimes contributes	Sometimes contributes		Likely	Likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely		Yes	Yes	No	No	No	No	I can't remember		1-5 members	18 - 24	PhD Student		Biology				Molecular Biology														Europe				United Kingdom					
5529	5529	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	-The presented results and conclusions should be robust with respect to slight perturbations in the data.  -The code and data of a study should be publicly available.	0	1	0	0	0		0	There is a significant crisis of reproducibility	A reasonable amount	20%	"...worse than for other scientific fields on average."""	Agree	Strongly agree		Weekly	Monthly	Monthly	Yes	Agree	Agree	Agree		Yes	Agree	Agree	Agree		No								I don't know		Disagree	Disagree	Always contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Always contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Always contributes	Always contributes	Sometimes contributes	I don't know	Rarely contributes	Never contributes		Very likely	Likely	Likely	Likely	Likely	Likely	Not very likely	Likely	Likely	Not very likely	Not very likely		Yes	Yes	Yes	Yes	No	No	No		6-10 members	25 - 34	Post-doctoral Fellow		Biology				Bioinformatics and Computational Biology														North America (including Central America and the Caribbean)					United States				
5533	5533	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	The ability for an independent group to replicate the data reported.	0	1	0	1	0		0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Strongly agree	Strongly agree		Weekly	Monthly	Weekly	Yes	Neither agree nor disagree	Neither agree nor disagree	Agree		Not applicable					Yes		Within the last 2 years	"No, the quality of my research has not improved"	These changes have not affected my lab		I am unsure		I don't know		Neither agree nor disagree	Neither agree nor disagree	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Always contributes	Always contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes		Likely	Likely	Not very likely	Not very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Very likely		Yes	Yes	No	No	No	No	No		11-25 members	25 - 34	PhD Student		Engineering										Biomedical Engineering								North America (including Central America and the Caribbean)					United States				
